Bishtpala-Outer-Reef,Bishtpala Outer Reef
Sao-Pedrode-Muel,Sao Pedro de Moel
Silvalde,Silvalde
A-Ver-o-Mar,A Ver o Mar
Afife,Afife
Agucadoura,Agucadoura
Azurara,Azurara
Barrado-Douro,Barra do Douro
Canidelo,Canidelo
Cavalos-de-Fao,Cavalos de Fao
Esposende,Esposende
Kings-Rock,Kings Rock
Leca,Leca
Luz,Luz
Matosinhos,Matosinhos
Mindelo,Mindelo
Miramar,Miramar
Moledo,Moledo
Ofir,Ofir
Povoado-Varzim,Povoa do Varzim
Praia-da-Amorosa,Praia da Amorosa
Praia-do-Aterro,Praia do Aterro
Praia-do-Rock,Praia do Rock
Sacor,Sacor
Vianado-Castelo,Viana do Castelo
Vilado-Conde,Vila do Conde
Vila-Praiade-Ancora,Vila Praia de Ancora
Backdoor,Backdoor
Cave,Cave
Coxos,Coxos
Crazy-Left,Crazy Left
Fozdo-Lizandro,Foz do Lizandro
Furnas,Furnas
Limipicos,Limipicos
Malhadinha,Malhadinha
Pedra-Branca,Pedra Branca
Pontinha,Pontinha
Praiado-Norte,Praia do Norte
Praiado-Peixe,Praia do Peixe
Praia-do-Sul-1,Praia do Sul
Reef,Reef
Ribeira-Dilhas,Ribeira D'ilhas
Sao-Juliao,Sao Juliao
Sao-Lourenco,Sao Lourenço
The-Reef,The Reef
Adraga,Adraga
Azarujinha,Azarujinha
Bafureira,Bafureira
Bica,Bica
Bicas_1,Bicas
Bolina,Bolina
Carcavelos,Carcavelos
Caxias,Caxias
Costada-Caparica,Costa da Caparica
Cresmina,Cresmina
Fonte-da-Telha,Fonte da Telha
Lagoa-de-Albufeira,Lagoa de Albufeira
Monte-Estoril,Monte Estoril
Paco-D-arcos,Paco D 'arcos
Parede,Parede
Poca,Poca
Praia-da-Foz-Cabo-Espichel-Sesimbra,Praia da Foz Cabo Espichel Sesimbra
Praiada-Rainha,Praia da Rainha
Praia-da-Saude,Praia da Saude
Praiadas-Macas,Praia das Macas
Praiado-Castello,Praia do Castello
Praiado-Guincho,Praia do Guincho
Praia-do-Magoito,Praia do Magoito
Praia-do-Meco,Praia do Meco
Praiado-Tamariz,Praia do Tamariz
Praia-Grande,Praia Grande
Praia-Pequena,Praia Pequena
Santo-Amaro,Santo Amaro
Sao-Joao,Sao Joao
Sao-Pedro-1,Sao Pedro
Torre,Torre
Contreira,Contreira
Faial,Faial
Fajada-Areia,Faja da Areia
Faja-Dos-Padres,Faja Dos Padres
Jardimdo-Mar,Jardim do Mar
Lugar-De-Baixo,Lugar De Baixo
Machico,Machico
Pauldo-Mar,Paul do Mar
Ponta-Delgada,Ponta Delgada
Pontado-Sol,Ponta do Sol
Ponta-Pequena,Ponta Pequena
Porto-Da-Cruz,Porto da Cruz
Porto-Moniz,Porto Moniz
Praia-Formosa-2,Praia Formosa
Ribeirada-Janela,Ribeira da Janela
Almagreira,Almagreira
Baia,Baia
Baleal-Reef,Baleal Reef
Baleal-Sul,Baleal Sul
Belgas,Belgas
Cantinho,Cantinho
Consolacao-Lefts,Consolacao Lefts
Consolacao-Rights,Consolacao Rights
Ferrel,Ferrel
Fozdo-Arelho,Foz do Arelho
Lagide,Lagide
Mini-Pipe,Mini Pipe
Molhe-Leste,Molho Leste
Porto-Batel,Porto Batel
Praia-Azul_1,Praia Azul
Praiada-Areia-Branca,Praia da Areia Branca
Praiado-Baleal,Praia do Baleal
Praia-do-Cerro,Praia do Cerro
Santa-Cruz,Santa Cruz
Supertubos,Supertubos
Aviones,Aviones
B-Cs,BC's
Bridges,Bridges
Caballos,Caballos
Casa-del-Juez,Casa del Juez
Chatarras,Chatarras
Levittown-Cochino,Cochino (Playa de Levittown)
Colombus,Colombus
Conado-Beach,Conado-Beach
Crash-Boat,Crash Boat
Cueva-del-Indio,Cueva del Indio
Dogmans,Dogmans (Rincon)
Domes,Domes (Rincon)
Dunes_Isabela,Dunes
El-Canal-Rio-de-Bayamon,El Canal (Rio de Bayamon)
El-Escambron,El Escambrón
El-Penon-Amador,El Penon Amador
El-Unico,El Unico
Gas-Chambers,Gas Chambers
Inches,Inches
Islitas,Islitas
Jobos,Jobo's
La-Bomba,La Bomba
Escambron-Beach-La-Ocho,La Ocho (Escambron Beach)
Little-Fiji-Escambron,Little Fiji (Escambron Beach)
Little-Malibu,Little Malibu (Rincon)
Los-Bohios,Los Bohios
Los-Tubos,Los Tubos
Luquillo-La-Pared,Luquillo - La Pared
Luquillo-La-Selva,Luquillo - La Selva
Margara,Margara
Marias,Maria's (Rincon)
Middles,Middles
Palmas-Del-Mar,Palmas Del Mar (Bohio)
Pine-Grove,Pine Grove
Playa-Ballena,Playa Ballena
Playa-El-Cocal,Playa El Cocal
Playa-Kikitas,Playa Kikitas
Playa-Motones,Playa Motones
Pozuelo,Pozuelo
Punta-de-Brea,Punta de Brea
Punta-Higuero,Punta Higuero
Punta-Las-Marias,Punta Las Marias
Rincon,Rincon (Indicators)
Sea-Beach,Sea Beach (Rincon)
Shacks_1,Shacks
Sharky-Playa-Mario,Sharky (Playa Mario)
Surfers-Beach,Surfers Beach
Table-Rock,Table Rock
Table-Top,Table Top
The-Reef-Culebra,The Reef (Culebra)
The-Search,The Search
Tocones,Tocones
Tres-Palmas,Tres Palmas (Rincon)
Wilderness,Wilderness
Cote-Sauvage,Cote Sauvage
Le-Piege,Le Piege
Barachois,Barachois
Black-Rocks-Jetty,Black Rocks Jetty
Bois-Rouge,Bois-Rouge
Boucan-Lefts,Boucan Lefts
Boucan-Rights,Boucan Rights
Boutde-L-Etang,Bout de L'Etang
Cap-Howard,Cap Howard
Etang-Sale,Etang-Sale
La-Caffrine,La Caffrine
Le-Butor,Le Butor
Le-Port,Le Port
Les-Aigrettes-Lefts,Les Aigrettes Lefts
Les-Aigrettes-Right,Les Aigrettes Right
L-Hermitage-Left,LHermitage Left
L-Hermitage-Right,LHermitage Right
Manapany,Manapany
Pointedes-Trois-Bassins,Pointe des Trois Bassins
Quaidu-Diable,Quai du Diable
Roches-Noires,Roches Noires
Saint-Leu,Saint Leu
Saint-Benoit-Lefts,Saint-Benoit Lefts
Saint-Benoit-Rights,Saint-Benoit Rights
Saint-Marie,Saint-Marie
Saint-Paul,Saint-Paul
Saint-Pierre,Saint-Pierre
Three-Rocks,Three Rocks
Mangalia,Mangalia
Navodari,Navodari
Olimp,Olimp
Adler-Mzymta-River,Adler - Mzymta River
Kudepsta-Beach,Kudepsta Beach
Sestrorezk-Dunes,Sestrorezk Dunes
Flotskiy-lighthouse,Мыс Флотский (Flotskiy lighthouse)
Laskovyy-Plyazh,Пляж Ласковый (Laskovyy Plyazh)
Gornostay,Gornostay
Khalaktyrsky-Beach,Khalaktyrsky Beach
Livadia,Livadia
Patrokl,Patrokl
Airpot-Left,Airpot Left
Ansedes-Cayes,Anse des Cayes
Ansedes-Lezards,Anse des Lezards
Flamand,Flamand
Grand-Mere,Grand Mere
La-Tortue,La Tortue
le-Bec-a-Cheri,le Bec a Cheri
Lorient,Lorient
Picket-Fence,Picket Fence
Pointe-Milou,Pointe Milou
St-Jean,St-Jean
The-Ledge,The Ledge
Toiny,Toiny
Washing-Machine,Washing Machine
North-Friars-Bay,North Friars Bay
St-Kitts-Marriott-Reef,St Kitts Marriott Reef
Commaret-Point,Commaret Point
Pigeon-Point-1,Pigeon Point
Aganoa-Beach,Aganoa Beach
Malama-Lefts,Malama Lefts
Salailua,Salailua
The-Leap,The Leap
The-Wharf_2,The Wharf
Aufaga,Aufaga
Aufaga-Village,Aufaga Village
Boulders_2,Boulders
Laulii,Laulii
Lautaunuu,Lautaunuu
Nuusafee-Island,Nuusafee Island
Saaga,Saaga
Salamumu,Salamumu
Salani,Salani
Tafatafa,Tafatafa
Tiavea-Bay,Tiavea Bay
Baiedes-Carpes,Baie des Carpes
Baobab-Somone,Baobab (Somone)
Cap-Skirring,Cap Skirring
Club-Med,Club Med
Corniche-Ouest,Corniche Ouest
La-Gauche-de-Loic,La Gauche de Loic
Le-Virage,Le Virage
Malika-Sur-Mer,Malika Sur Mer
Ngor-Lefts,Ngor Lefts
Ngor-Rights,Ngor Rights
No-Return,No Return
Ouakam,Ouakam
Philippes,Philippes
Piere-de-Lisse,Piere de Lisse
Secret_2,Secret
Vivier,Vivier
Yoff-Beach,Yoff Beach
Yoff-Island,Yoff Island
Coevity-Island-Cocktails,Coevity Island Cocktails
Coevity-Island-Runway-Ledge,Coevity Island Runway Ledge
Coevity-Island-The-Handle,Coevity Island The Handle
Denis-Island-South-Point,Denis Island - South Point
Fregate-Island-Fregate-Reef,Fregate Island Reef
Anse-Banane,Anse Banane
Anse-Cocos,Anse Cocos
Anse-Patates,Anse Patates
Anse-Severe,Anse Severe
Anse-Source-Argent,Anse Source Argent
Grande-Anse,Grande Anse
Petite-Anse-1,Petite Anse
Pointe-Camille,Pointe Camille
Pointe-Canon,Pointe Canon
Pointe-Jacques,Pointe Jacques
Anse-Poules-Bleues,Anse aux Poules Bleues
Anse-Boileau,Anse Boileau
Anse-Bougainville,Anse Bougainville
Anse-Forbans,Anse Forbans
Anse-Gaulette,Anse Gaulette
Intendance,Anse Intendance
Anse-Royale,Anse Royale
Anse-Soleil,Anse Soleil
Beau-Vallon-Beach,Beau Vallon Beach
Bel-Ombre,Bel Ombre
Carana,Carana
Grand-Anse_Mahe,Grande Anse (Mahe)
La-Passe_1,La Passe
North-East-Point,North East Point
Police-Bay,Police Bay
Quarry,Quarry
Marianne-Island-Leftovers,Marie Ann Island Leftovers
Marianne-Island-Shorey,Marie Ann Island Shorey
Anse-Georgette,Anse Georgette
Anse-Kerlan,Anse Kerlan
Anse-Lazio,Anse Lazio
La-Farine-Reef,La Farine
Villa-Reef,Villa Reef
Aberdeen-Area-Beach,Aberdeen Area Beach
Turtle-Islands-Baki,Baki (Turtle Islands)
Turtle-Islands-Moot,Baki (Turtle Islands)
Burreh-Beach,Burreh Beach
Sulima,Sulima
Coves,Coves
Despretes,Despretes
Kundu-Kundu,Kundu Kundu
Lavata,Lavata
Makuti,Makuti
Mbirimbiri,Mbirimbiri
Pailongge,Pailongge
Skull-Island,Skull Island
Titiana,Titiana
Pirights,Pirights
Three-Hundred-and-Sixty-Fives,365s
Baileys-Reef,Baileys Cottage Reef
Bali-Bay,Bali Bay (Glen Reef)
Beach-Road,Beach Road
Big-Bay,Big Bay
Bikini-Beach-Gordons-Bay,Bikini Beach (Gordon's Bay)
Black-Rocks_1,Black Rocks
Bloubergstrand,Bloubergstrand
Boneyards_1,Boneyards
Buffels-Bay,Buffels Bay
Captains,Captains
Cemetery,Cemetery
Clovelly-1,Clovelly
Crayfish-Factory,Crayfish Factory
Krans,Crons
Danger-Reef,Danger Reef
Derde-Steen,Derde Steen
Dias-Beach,Dias Beach
Dumps_1,Dumps
Dunes,Dunes
Dungeons,Dungeons
Eerste-Steen,Eerste Steen
Extensions,Extensions
Fish-Hoek,Fish Hoek
Glencairn,Glencairn
Gordons-Bay-Harbour,Gordons Bay Harbour
Haakgat,Haakgat
Holbaai,Holbaai
Horse-Trails,Horse Trails
Hout-Bay,Hout Bay
I-and-Js,I and Js
Inner-Kom,Inner Kom
Kakapo,Kakapo
Kalk-Bay-Reef,Kalk Bay Reef
Kamer-Van,Kamer Van
Kreefte-Reef,Kreefte Reef
Little-Bay_1,Little Bay
Llandudno_1,Llandudno
Long-Beach_2,Long Beach
Milnerton,Milnerton
Misty-Cliffs,Misty Cliffs
Monwabisi-Strand,Monwabisi Strand
Muizenberg,Muizenberg
Nine-Mile-Reef,Nine Mile Reef
Noordhoek,Noordhoek
Off-The-Wall,Off The Wall
Olifants-Bos,Olifants Bos
Outer-Kom_1,Outer Kom
Platboom,Platboom
Queens_2,Queens
Rocklands,Rocklands
Sandy-Bay_1,Sandy Bay
Scarborough-Beach,Scarborough Beach
Scarborough-Point,Scarborough Point
Sections,Sections
Sollys,Sollys
Strand,Strand (Pipe)
Sunset,Sunset
Sunset-Beach_2,Sunset Beach
Tableview,Tableview
The-Boiler_1,The Boiler
The-Hoek,The Hoek
The-Wedge_2,The Wedge
Thermopylae,Thermopylae
Tweede-Steen,Tweede Steen
Underwater-Point,Underwater Point
Van-Riebeek,Van Riebeek
Witsands,Witsands
Addington,Addington (South Beach)
Amanzimtoti,Amanzimtoti
Ansteys,Ansteys
Baggies_1,Baggies
Banana-Beach_1,Banana Beach
Battery-Beach,Battery Beach
Bayof-Plenty_1,Bay of Plenty
Brighton-Beach,Brighton Beach
Cave-Rock,Cave Rock
Country-Club,Country Club (African Beach)
Dairy-Beach,Dairy Beach (New Pier)
Green-Point,Green Point
Kelso,Kelso (Happy Wanderers)
Lucien,Lucien
Margate,Margate
North-Beach_1,North Beach
Pulpit,Pulpit
Reunion,Reunion
Scottburgh-Point,Scottburgh Point
Snake-Park,Snake Park
Southbroom,Southbroom
St-Mikes,St Mikes
Sunwich-Port,Sunwich Port
The-Spot_1,The Spot
To-Strand,To Strand
Trafalgar,Trafalgar
Umzumbe,Umzumbe
Vetchs-Reef,Vetchs Reef
Warner-Beach,Warner Beach
Wedge,Wedge
Albatross,Albatross
Boneyards_2,Boneyards
Bruces-Beauties,Bruces Beauties
Cape-St-Francis,Cape St Francis
Claptons-Coils,Claptons Coils
Doughnuts-Backreef,Doughnuts Backreef
East-Pier,East Pier (Port Alfred)
The-Fence,Fence (Port Elizabeth)
Flat-Rocks-Port-Elizabeth,Flat Rocks (Port Elizabeth)
Hamburg,Hamburg (Port Alfred)
Hullets-Reef,Hullets Reef
Humewood,Humewood
J-Bay,J-Bay
Kellys-Beach,Kellys Beach
Port-Elizabeth-Kings-Beach,King's Beach (Port Elizabeth)
Kitchen-Windows,Kitchen Windows
Kleinmond_1,Kleinemonde
Kromme-Rivermouth,Kromme Rivermouth
Leftovers,Leftovers
Loch-Ness,Loch Ness (Noordhoek)
Magna-Tubes,Magna Tubes
Millers-Point,Millars Point
Mtati,Mtati
Noncom,Noncom
Noordhoek_1,Noordhoek
Oyster-Bay,Oyster Bay
Pipe_1,Pipe
Point_1,Point
Riet-River,Riet River
Salad-Bowls,Salad Bowls
Sea-Vista,Sea Vista
Seal-Point,Seal Point
Summerstrand,Summerstrand Beach
Super-Tubes_1,Super Tubes
Tubes,Tubes
Van-Stadens-Mouth,Van Stadens Mouth
West-Pier,West Pier (Port Alfred)
Barbel-Point,Barbel Point
Bonza-Bay,Bonza Bay
Cintsa-East,Cintsa East
Cintsa-West,Cintsa West
Coffee-Bay-Point,Coffee Bay Point
Coffee-Bay-Beach,CoffeeBayBeach
Corner_1,Corner
Double-Mouth,Double Mouth
Eastern-Beach,Eastern Beach
Ebalow,Ebalow
Feldskoen-Bay,Feldskoen and Mazeppa Bays
Glen-Eden,Glen Eden
Gonubie-Reef,Gonubie Reef (The Lefts)
Haga-Haga,Haga-Haga
Holeinthe-Wall,Hole-in-the-Wall
Igoda,Igoda
Kei-Mouth,Kei Mouth
Kidds-Beach,Kidds Beach
Lwandile,Lwandile
Mapuzi,Mapuzi
Mbomvu,Mbomvu
Mbotyi,Mbotyi
Mdumbe,Mdumbe
Middle-Rock,MiddleRock
Mngazi,Mngazi
Mntafufu,Mntafufu
Morgans-Bay,Morgans Bay
Mpame,Mpame
Mpande-Bay,Mpande Bay
Mzimpuni,Mzimpuni
Nahoon-Reef,Nahoon Reef
Ntylonyane,Ntylonyane (Breezy Point)
Periwinkles,Periwinkles
Port-St-Johns,Port St Johns
Presleys-Bay,Presleys Bay
Queensberry-Bay,Queensberry Bay
Rame-Head,Rame Head
Rivermouth,Rivermouth
Rock-Wave,Rock Wave
Second-Beach,Second Beach (Port St Johns)
Sharks-Point,Sharks Point
Sharpleys-Point,Sharpleys Point
The-Point_4,The Point (Gonubie Bay)
Tidals,Tidals
Whacky-Point,Whacky Point
Whale-Rock,Whale Rock
Whispering-Waves,Whispering Waves
White-Clay,White Clay
Yellowsands-Point,Yellow sands Point
Yellowsands-Beach,Yellowsands Beach
Brak-River,Brak River
Buffalo-Bay,Buffalo Bay
Buffalo-Bay-Wildside,Buffalo Bay Wildside
Dias-Beach_1,Dias Beach
Ding-Dangs,Ding Dangs
Fish-Boma,Fish Boma
Gerickes-Point,Gerickes Point
Goukamma-River-Mouth,Goukamma River Mouth
Groenvlei,Groenvlei
Herolds-Bay,Herolds Bay
Inner-Pool,Inner Pool
Kaimansriver,Kaaimans River Mouth
Keurbooms,Keurbooms
Lookout-Beach,Lookout Beach
Murphys,Murphys (Buffalo Bay Beach)
Outer-Pool,Outer Pool
Robberg,Robberg
Santos-Reef,Santos Reef
The-Heads,The Heads
The-Wedge_4,The Wedge
The-Wreck_1,The Wreck
Victoria-Bay,Victoria Bay
Alkantstrand,Alkantstrand
Blythedale,Blythedale
Bog-Bay,Bog Bay
Cape-Vidal,Cape Vidal
Kosi-Bay,Kosi Bay
Mapelane,Mapelane
Mtunzini,Mtunzini
Richards-Bay-Inside,Richards Bay (Inside)
Richards-Bay-Outside,Richards Bay (Outside)
Richards-Bay-South-Pier,Richards Bay South Pier
Salmon-Bay,Salmon Bay
Salt-Rock,Salt Rock
Senoritas_1,Senoritas
Siyayi,Siyayi
Sodwana,Sodwana
St-Lucia,St Lucia
Sunrise,Sunrise
Surfers,Surfers
Thompsons-Bay,Thompsons Bay
Tongaat,Tongaat
Umdloti,Umdloti
Umhlanga,Umhlanga
Zinkwazi,Zinkwazi
Arniston,Arniston
Bettys-Bay,Bettys Bay
Cape-Infanta,Cape Infanta
De-Kelders,De Kelders
Dolphin-Point,Dolphin Point
Gansbaai,Gansbaai
Gourits-Mouth,Gourits Mouth
Haardebaai,Haardebaai
Hawston,Hawston
Jongensfontein,Jongensfontein
Kanon,Kanon
Kleinmond,Kleinmond
Koeel-Bay,Koeel Bay
Meerensee-Beach,Meerensee Beach
Moonlight-Bay,Moonlight Bay
Onrus,Onrus
Paranoia,Paranoia
Pearly-Beach,Pearly Beach
Pringle-Bay,Pringle Bay
Stillbaai,Stillbaai
Struisbaai,Struisbaai
Vleesbaai,Vleesbaai
Voelklip,Voelklip
Baboon-Point,Baboon Point
Cape-St-Martin,Cape St Martin
Caravan-Park,Caravan Park/Lamberts Bay
Donkin-Bay,Donkin Bay
Doring-Bay,Doring Bay
Farmer-Burgers,Farmer Burgers
Garbage-Dump,Garbage Dump
Heaven,Heaven
Hell,Hell
Jacobs-Bay,Jacobs Bay
Pastures,Pastures
Silwerstroom,Silwerstroom
Stompneus,Stompneus
Strandfontein,Strandfontein
The-Point_3,The Point (Elands Bay)
Treskostraal,Treskostraal
Vredenberg-Point,Vredenberg Point
Yzerfontein,Yzerfontein
Thirty-eight-line,38 Line
Busan-Haeundae,Busan (Haeundae Beach)
Gyongpo-Beach,Gyongpo Beach
Ingu-Beach,Ingu Beach
Jumunjin,Jumunjin
Jungmun-Beach,Jungmun Beach (Jeju Island)
Kangjeong,Kangjeong (Jejudo Island)
Songdojin-ni,Songdojin ni
Rocky-Point_Bajodel-Medio,Bajo el Medio
Bristol,Bristol
Cofete,Cofete
Cotillo,Cotillo
Cruz-Roja,Cruz Roja
Los-Alemanes,Derecha de los Alemanes
El-Burro,El Burro
El-Muelle,El Muelle
Genarosa,Generosa
Glass-Beach,Glass Beach
Heirro_Derechadelos-Alemanes,Hierro
Las-Salinas,Las Salinas
Los-Lobos,Los Lobos
Majanicho,Majanicho
Mechihonas,Mechihonas
Mejillones,Mejillones
Playade-Esquinzo_1,Playa de Esquinzo
Playade-Pared,Playa de Pared
Puntadel-Tigre,Punta del Tigre
Shooting-Gallery,Shooting Gallery
Sotavento,Sotavento
Spew-Pits,Spew Pits
Suicides_2,Suicides
The-Bubble,The Bubble
Yarro,Yarro
Arguineguin,Arguineguin
Arinaga,Arinaga
Bocabarranco,Bocabarranco
Boquines,Boquines
El-Agujero,El Agujero
El-Circo,El Circo
El-Comedor,El Comedor
Confital,El Confital
El-Fronton,El Fronton
El-Lloret,El Lloret
El-Paso_1,El Paso
El-Roque,El Roque
La-Barra,La Barra
La-Cicer,La Cicer
La-Guancha,La Guancha
Las-Monjas,Las Monjas
Las-Piscinas,Las Piscinas
Los-Enanos,Los Enanos
Maspalomas,Maspalomas
Mosca-Point,Mosca Point
Playa-del-Hombre,Playa del Hombre
Playadel-Inglas,Playa del Ingles
Playa-Ojode-Garza,Playa Ojo de Garza
Pozo-Izquierdo,Pozo Izquierdo
Quintanilla,Quintanilla
Vagabundo,Vagabundo
Arrieta,Arrieta
Bocadel-Abajo,Boca del Abajo
Caletade-Cabello,Caleta de Cabello
El-Golfo,El Golfo
Ghost-Town,Ghost Town
Jameosdel-Agua,Jameos del Agua
La-Caleta,La Caleta
La-Santa-El-Quemao,La Santa - El Quemao
La-Santa-The-Slab,La Santa - The Slab
Las-Bajas,Las Bajas
Morro-Negro,Morro Negro
Outside-Reef,Outside Reef
Playade-Famara_1,Playa de Famara
Playade-La-Canteria,Playa de la Canteria
Playadela-Garita,Playa de la Garita
Playadel-Janubio,Playa del Janubio
Puntade-Mujeres,Punta de Mujeres
Punta-Usaje,Punta Usaje
San-Juan,San Juan
Shipwreck_1,Shipwreck
Bajamar-El-Lobo,Bajamar (El Lobo)
Benijo,Benijo
Derechadela-Caleta,Derecha de la Caleta
El-Arenal,El Arenal
El-Chalet-Alcala,EL Chalet (Alcala)
El-Charco,El Charco (Bajamar)
El-Conquistador,El Conquistador
El-Medano,El Medano
El-Roque-Taganana,El Roque Taganana
Fuerodela-Bajeta,Fuero de la Bajeta
Iguestede-San-Andres,Igueste de San Andres
La-Derechade-Almaciga,La Derecha de Almaciga
La-Derechadel-Cartel,La Derecha del Cartel
La-Fitenia,La Fitenia
La-Izquierda,La Izquierda
Las-Conchas,Las Conchas
Las-Galletas,Las Galletas
Las-Gaviotas_1,Las Gaviotas
Losdos-Hermanos,Los dos Hermanos
Los-Gigantes,Los Gigantes
Playa-de-las-Americas,Playa de las Americas
Playadel-Sorocco,Playa del Socorro
Punta-Blanca_k-Sixteen,Punta Blanca - k16
Punta-del-Hidalgo,Punta del Hidalgo
Barbate-River,Barbate River
Bolonia,Bolonia
Cabo-Roche,Cabo Roche
Calita_1,Calita
Canosde-Meca,Canos de Meca
Chiclanadela-Frontera,Chiclana de la Frontera
Chipiona,Chipiona
Conil,Conil
Conildela-Frontera,Conil de la Frontera
El-Balneario,El Balneario
El-Cano-de-la-Culata,El Caño de la Culata
El-Castillo,El Castillo
El-Chanquete,El Chanquete
El-Sunset-Benalmadena,El Sunset (Benalmádena)
Faro-de-Trafalgar,Faro de Trafalgar
Fuengirola,Fuengirola
Getares,Getares
Guadalmar,Guadalmar
Isla-Canela,Isla Canela
La-Barossa,La Barossa
La-Cabanita,La Cabanita
La-Chucha,La Chucha
La-Herradura-Andalucia,La Herradura
La-Muralla,La Muralla
La-Playita_1,La Playita
La-Yerbabuena,La Yerbabuena
Largos,Largos
Las-Caracolas,Las Caracolas
Las-Redes,Las Redes
Los-Lances,Los Lances
Marbella-Playa-del-Cable,Marbella - Playa del Cable
Matalascanas,Matalascañas
Mazagon,Mazagon
Mojacar-Beach-Pier,Mojacar
Molino-de-Papel,Molino de Papel
Picodeel-Puerto,Pico de el Puerto
Picodelas-Cocheras,Pico de las Cocheras
Isla-Cristina,Playa Central
Playa-Campo-Sota,Playa de Camposoto
Playade-Carchuna,Playa de Carchuna
Playade-Hierbabuena,Playa de Hierbabuena
Playadela-Barrosa,Playa de la Barrosa
La-Canaleta,Playa de la Canaleta
Playade-Lagos,Playa de Lagos
Playade-Regla,Playa de Regla
Playade-Tres-Piedras,Playa de Tres Piedras
Playa-El-Bombo,Playa el Bombo
Playa-El-Palmar,Playa El Palmar
Playala-Carihuela,Playa la Carihuela
Cabopino,Puerto Cabopino
Puerto-Marina,Puerto Marina
Punta-del-Moral,Punta del Moral
Playa-El-Camaron,Punta Umbria (Playa Camarón)
Torre-Gorda,Torre Gorda
Zaharadelos-Atunes,Zahara de los Atunes
Cabo-Lastres,Cabo Lastres
Calade-Meron,Cala De Meron
Playa-Conchade-Artedo,Concha de Artedo
El-Mongol,El Mongol
La-Arena,La Arena
La-Nora,La Nora
La-Paloma_1,La Paloma
Playa-Aguilera,Playa Aguilera
Playa-Bahinas,Playa Bahinas
Playade-Andrin,Playa de Andrin
Playade-Arnao,Playa de Arnao
Playade-Barrayo,Playa de Barayo
Playade-Bayas,Playa de Bayas
Playade-Cadavedo,Playa de Cadavedo
Playade-Candas,Playa de Candas
Playade-Cervigon,Playa de Cervigon
Playade-Cueva,Playa de Cueva
Playade-Espana,Playa de Espana
Playade-Frexulfe,Playa de Frexulfe
Playadela-Atalayay-Cazanera,Playa de la Atalaya y Cazanera
Playadela-Cagonera,Playa de la Cagonera
Playadela-Griega,Playa de la Griega
Playade-Lastres,Playa de Lastres
Playade-Llumeres,Playa de Llumeres
Playade-Luanco,Playa de Luanco
Playade-Mendia,Playa de Mendia
Playade-Navia,Playa de Navia
Playade-Niembro,Playa de Niembro
Playade-Oleiros,Playa de Oleiros
Playade-Otur,Playa de Otur
Playade-Palombina,Playa de Palombina
Playade-Penarronda,Playa de Penarronda
Playade-Penarrubia,Playa de Penarrubia
Playade-Salinas,Playa de Salinas
Playade-San-Antolin,Playa de San Antolin
Playade-San-Juan-and-Espartal,Playa de San Juan
Playade-San-Lorenzo,Playa de San Lorenzo
Playade-San-Martin,Playa de San Martin
Playade-San-Pedro,Playa de San Pedro
Playade-Santa-Marina_Ribadesalla,Playa de Santa Marina
Playade-Tapia,Playa de Tapia
Playade-Torimbia,Playa de Torimbia
Playade-Tranqueru,Playa de Tranqueru
Playade-Vega_1,Playa de Vega
Playade-Vidiago,Playa de Vidiago
Playade-Viso,Playa de Viso
Playade-Xago,Playa de Xago
Playadeel-Moro,Playa del Moro
Playalos-Frailes,Playa los Frailes
Playa-Santa-Mariadel-Mar,Playa Santa Maria del Mar
Playa-Tenrero,Playa Tenrero
Puertode-Vega,Puerto de Vega
Rodiles,Rodiles
Rodiles_Main-Beach,Rodiles - Main Beach
Salinas,Salinas
Tapiade-Casariego,Tapia de Casariego
Xivares,Xivares
Playa-des-Mitgjorn,Formentera - Playa des Mitgjorn
Cala-Nova,Ibiza - Cala Nova
Punta-Xarraca-Ibiza,Ibiza - Punta Xarraca
Cala-Major-Mallorca,Mallorca - Cala Major
Calo-Mesquida-Mallorca,Mallorca - Cala Mesquida
Cala-Ratjada,Mallorca - Cala Ratjada
Es-Trenc,Mallorca - Es Trenc
Malpas,Mallorca - Malpas
Paguera-Tora-Mallorca,Mallorca - Paguera Tora
Son-Serra-de-Marina,Mallorca - Son Serra de Marina
Son-Serra-Nova,Mallorca - Son Serra Nova
Son-Bou,Menorca - Son Bou
Ajo,Ajo
Copacabana,Copacabana
El-Arenal_1,El Arenal
El-Brusco,El Brusco
El-Huerto,El Huerto
Playade-Sardinero,El Sardinero - Primera
El-Sardinero,El Sardinero - Segunda
Islares,Islares
Laredo,Laredo
Liencres,Liencres
Los-Locos,Los Locos
Noja,Noja
Playade-Arenillas,Playa de Arenillas
Playade-Arenillas_1,Playa de Arenillas
Playade-Berria,Playa de Berria
Playade-Brazomar,Playa de Brazomar
Playade-Galizano,Playa de Galizano
Playade-Gerra,Playa de Gerra
Playadela-Concha,Playa de la Concha
Playade-Langre,Playa de Langre
Playadelos-Barcos,Playa de los Barcos
Playade-Meron,Playa de Meron
Playade-Miono,Playa de Miono
Playade-Orinon,Playa de Orinon
Playade-Oyambre,Playa de Oyambre
Playade-Ris,Playa de Ris
Playade-Robayera,Playa de Robayera
Playade-Somo,Playa de Somo
Playade-Tagle,Playa de Tagle
San-Vicentedela-Barquera,San Vicente
San-Vicente_Rivermouth,San Vicente Rivermouth
Sopico,Sopico
Aiguadolc,Aiguadolc
Barceloneta,Barceloneta
